1000	0.000019
2000	0.000031
3000	0.000047
4000	0.000062
5000	0.000077
6000	0.000092
7000	0.000108
8000	0.000123
9000	0.000138
10000	0.000153
11000	0.000169
12000	0.000184
13000	0.000200
14000	0.000215
15000	0.000230
16000	0.000245
17000	0.000260
18000	0.000276
19000	0.000291
20000	0.000306
21000	0.000321
22000	0.000337
23000	0.000351
24000	0.000368
25000	0.000383
26000	0.000177
27000	0.000184
28000	0.000172
29000	0.000178
30000	0.000184
31000	0.000205
32000	0.000220


































